numero,padecimiento,entidad,sexo,prophet_rmse,prophet_mae,prophet_smape,prophet_mase,deepar_rmse,deepar_mae,deepar_smape,deepar_mase,ensemble_rmse,ensemble_mae,ensemble_smape,ensemble_mase,stacking_rmse,stacking_mae,stacking_smape,stacking_mase,mejor_rmse,mejor_mae,mejor_smape,mejor_mase,victorias,modelo_produccion,justificacion
292,Parkinson,Quintana Roo,hombres,0.9386,0.707,135.0741,0.8827,1.2852,0.8777,174.8171,1.0532,1.3462,0.9656,127.4855,1.1587,1.5785,1.0592,177.8116,1.271,Prophet,Prophet,Ensemble,Prophet,3/4,Prophet,Prophet domina con RMSE 0.94 (vs DeepAR 1.29). Gana en 3/4 metricas. MASE=0.88 supera naive seasonal.
293,Parkinson,Quintana Roo,mujeres,1.0145,0.765,149.4143,0.885,1.4596,1.0385,139.4505,1.1784,1.5512,1.1165,118.2855,1.267,1.8644,1.2541,183.3743,1.4231,Prophet,Prophet,Ensemble,Prophet,3/4,Prophet,Prophet domina con RMSE 1.01 (vs DeepAR 1.46). Gana en 3/4 metricas. MASE=0.89 supera naive seasonal.
294,Parkinson,Quintana Roo,general,1.4592,1.0335,89.0691,0.7559,1.3056,0.8755,58.3592,0.6218,2.2576,1.5918,78.1861,1.1305,2.4043,1.5982,80.2421,1.1351,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.31 (vs Prophet 1.46). Gana en 4/4 metricas. MASE=0.62 supera naive seasonal.
295,Parkinson,San Luis Potosí,hombres,1.5347,1.1809,84.6413,0.7612,0.4073,0.1747,68.5654,0.1139,1.4451,1.2559,97.2769,0.8184,1.3516,1.1137,93.9166,0.7258,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.41 (vs Stacking 1.35). Gana en 4/4 metricas. MASE=0.11 supera naive seasonal.
296,Parkinson,San Luis Potosí,mujeres,1.4352,1.1401,96.1943,0.6573,0.3349,0.1301,98.1036,0.0771,1.517,1.2939,114.5471,0.7666,0.9301,0.7749,122.1817,0.4591,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.33 (vs Stacking 0.93). Gana en 3/4 metricas. MASE=0.08 supera naive seasonal.
297,Parkinson,San Luis Potosí,general,2.394,1.8569,65.3955,0.6772,0.824,0.4445,38.0751,0.165,1.9193,1.6951,78.3349,0.6293,1.8754,1.6063,76.5884,0.5964,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.82 (vs Stacking 1.88). Gana en 4/4 metricas. MASE=0.17 supera naive seasonal.
298,Parkinson,Sinaloa,hombres,2.2276,1.776,41.9238,0.5689,0.2874,0.1639,7.2024,0.0554,2.7626,1.946,37.8935,0.6592,2.8306,2.0625,40.8346,0.6987,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.29 (vs Prophet 2.23). Gana en 4/4 metricas. MASE=0.06 supera naive seasonal.
299,Parkinson,Sinaloa,mujeres,2.6355,2.0819,51.0991,0.6351,0.6161,0.2932,9.2952,0.0928,2.4521,1.9266,43.5869,0.6099,2.4562,1.9384,44.6429,0.6136,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.62 (vs Ensemble 2.45). Gana en 4/4 metricas. MASE=0.09 supera naive seasonal.
300,Parkinson,Sinaloa,general,3.8849,3.0927,35.6407,0.563,0.3532,0.2086,2.7603,0.0405,3.9787,3.1197,32.5025,0.6067,3.9868,3.1422,32.8038,0.6111,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.35 (vs Prophet 3.88). Gana en 4/4 metricas. MASE=0.04 supera naive seasonal.
301,Parkinson,Sonora,hombres,1.5428,1.2466,77.7236,0.6722,1.1372,0.4833,50.5863,0.2631,2.3806,1.7483,97.7861,0.9516,2.2725,1.4641,87.6776,0.7969,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.14 (vs Prophet 1.54). Gana en 4/4 metricas. MASE=0.26 supera naive seasonal.
302,Parkinson,Sonora,mujeres,1.2736,0.99,98.5705,0.5764,0.8848,0.5103,88.658,0.3164,1.5455,1.2817,94.6393,0.7946,1.5388,1.1403,116.3221,0.7069,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.88 (vs Prophet 1.27). Gana en 4/4 metricas. MASE=0.32 supera naive seasonal.
303,Parkinson,Sonora,general,1.9886,1.5676,55.6891,0.5389,1.9,0.7926,32.7219,0.2883,3.1612,2.2395,72.9325,0.8146,3.1844,2.2067,72.0038,0.8027,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,"DeepAR gana por margen minimo (RMSE 1.90 vs Prophet 1.99, -4.5%). Gana en 4/4 metricas. MASE=0.29 supera naive seasonal."
304,Parkinson,Tabasco,hombres,1.8621,1.3978,83.9479,1.0355,0.6503,0.3786,66.5038,0.255,1.2546,1.056,85.2162,0.7112,1.2608,1.0633,83.8286,0.7162,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.65 (vs Ensemble 1.25). Gana en 4/4 metricas. MASE=0.25 supera naive seasonal.
305,Parkinson,Tabasco,mujeres,1.5004,1.2523,98.7623,1.1778,1.0749,0.8451,93.0241,0.7104,1.2922,1.0429,85.3421,0.8767,1.2803,1.0166,96.6834,0.8545,DeepAR,DeepAR,Ensemble,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 1.07 (vs Stacking 1.28). Gana en 3/4 metricas. MASE=0.71 supera naive seasonal.
306,Parkinson,Tabasco,general,2.9218,2.2309,69.5245,1.1604,0.1225,0.0859,25.5976,0.0402,1.8686,1.4381,60.3282,0.6727,2.0573,1.6511,62.7877,0.7723,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.12 (vs Ensemble 1.87). Gana en 4/4 metricas. MASE=0.04 supera naive seasonal.
307,Parkinson,Tamaulipas,hombres,2.457,1.921,57.6965,0.8346,0.826,0.2166,5.8673,0.093,2.506,2.1345,53.921,0.917,2.9905,2.7026,62.0282,1.1611,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.83 (vs Prophet 2.46). Gana en 4/4 metricas. MASE=0.09 supera naive seasonal.
308,Parkinson,Tamaulipas,mujeres,3.6788,1.8705,61.1116,0.9065,1.1443,0.5626,25.8597,0.2464,2.2748,1.8192,53.9455,0.7967,2.2292,1.7175,53.4683,0.7521,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.14 (vs Stacking 2.23). Gana en 4/4 metricas. MASE=0.25 supera naive seasonal.
309,Parkinson,Tamaulipas,general,4.9631,2.9364,42.7435,0.8472,1.9287,0.8878,14.5439,0.2459,4.0381,3.1869,42.0464,0.8825,4.37,3.691,46.7886,1.0221,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.93 (vs Ensemble 4.04). Gana en 4/4 metricas. MASE=0.25 supera naive seasonal.
310,Parkinson,Tlaxcala,hombres,0.7914,0.6691,139.2345,0.761,0.5828,0.2762,192.9651,0.3262,0.7307,0.6051,170.658,0.7146,0.5825,0.2321,200.0,0.2742,Stacking,Stacking,Prophet,Stacking,3/4,Stacking,"Stacking gana por margen minimo (RMSE 0.58 vs DeepAR 0.58, -0.1%). Gana en 3/4 metricas. MASE=0.27 supera naive seasonal. Serie de bajo volumen."
311,Parkinson,Tlaxcala,mujeres,0.9995,0.7426,148.0628,0.9184,0.6779,0.3319,163.6649,0.4039,0.8329,0.7289,159.8242,0.8869,0.7943,0.3636,198.7938,0.4425,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.68 (vs Stacking 0.79). Gana en 3/4 metricas. MASE=0.40 supera naive seasonal. Serie de bajo volumen.
312,Parkinson,Tlaxcala,general,1.4261,1.0654,105.0502,0.7731,0.4895,0.2031,121.5942,0.1471,1.172,0.9984,127.8709,0.7228,0.8375,0.6204,141.8536,0.4492,DeepAR,DeepAR,Prophet,DeepAR,3/4,DeepAR,DeepAR domina con RMSE 0.49 (vs Stacking 0.84). Gana en 3/4 metricas. MASE=0.15 supera naive seasonal.
313,Parkinson,Veracruz,hombres,3.227,2.6424,35.1701,0.751,0.4831,0.2649,5.0816,0.0754,3.3935,2.9152,37.0142,0.8302,3.2921,2.7539,35.3332,0.7843,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.48 (vs Prophet 3.23). Gana en 4/4 metricas. MASE=0.08 supera naive seasonal.
314,Parkinson,Veracruz,mujeres,3.1265,2.5195,41.3296,0.7878,1.5821,0.7907,14.884,0.2409,2.787,2.1484,35.138,0.6547,2.7063,2.0974,34.2612,0.6391,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.58 (vs Stacking 2.71). Gana en 4/4 metricas. MASE=0.24 supera naive seasonal.
315,Parkinson,Veracruz,general,4.7968,3.9324,28.4352,0.7098,0.9129,0.3905,3.3219,0.0714,4.8583,4.0589,28.698,0.7424,4.69,3.921,27.7688,0.7172,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.91 (vs Stacking 4.69). Gana en 4/4 metricas. MASE=0.07 supera naive seasonal.
316,Parkinson,Yucatán,hombres,1.4605,1.1194,89.7132,1.0301,1.4477,0.9367,61.1016,0.8056,1.7976,1.3885,77.6815,1.1941,2.1481,1.5625,95.8947,1.3437,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,"DeepAR gana por margen minimo (RMSE 1.45 vs Prophet 1.46, -0.9%). Gana en 4/4 metricas. MASE=0.81 supera naive seasonal."
317,Parkinson,Yucatán,mujeres,1.4672,1.0542,97.6187,0.9834,1.0459,0.5283,61.2323,0.4514,1.6345,1.1493,81.7399,0.9819,1.7666,1.169,90.711,0.9988,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.05 (vs Prophet 1.47). Gana en 4/4 metricas. MASE=0.45 supera naive seasonal.
318,Parkinson,Yucatán,general,2.3784,1.7423,64.6924,0.9937,1.0411,0.4975,22.0076,0.2607,2.6283,1.8942,54.6483,0.9928,2.8587,2.034,60.7402,1.066,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.04 (vs Prophet 2.38). Gana en 4/4 metricas. MASE=0.26 supera naive seasonal.
319,Parkinson,Zacatecas,hombres,0.6764,0.5424,168.1773,0.8478,0.7712,0.441,186.2245,0.6892,0.7019,0.5327,169.6006,0.8326,0.7906,0.4107,200.0,0.6419,Prophet,Stacking,Prophet,Stacking,0/4,Ensemble,Ensemble elegido por desempate MASE/MAE (RMSE 0.70 vs Prophet 0.68). MASE=0.83 supera naive seasonal. Serie de bajo volumen.
320,Parkinson,Zacatecas,mujeres,0.7658,0.61,163.378,1.1663,0.8584,0.5214,192.0254,0.997,0.7908,0.604,170.568,1.155,0.9161,0.5536,200.0,1.0585,Prophet,DeepAR,Prophet,DeepAR,0/4,Ensemble,Ensemble elegido por desempate MASE/MAE (RMSE 0.79 vs Prophet 0.77). Serie de bajo volumen.
321,Parkinson,Zacatecas,general,0.845,0.7016,152.1258,0.6292,1.3945,0.873,175.0951,0.8518,1.2005,0.8804,122.1043,0.859,1.4776,0.9622,193.853,0.9388,Prophet,Prophet,Ensemble,Prophet,3/4,Prophet,Prophet domina con RMSE 0.84 (vs Ensemble 1.20). Gana en 3/4 metricas. MASE=0.63 supera naive seasonal. Serie de bajo volumen.
322,Parkinson,region_Metropolitana alta,hombres,10.3557,8.2747,36.4707,0.7281,4.2856,3.357,19.756,0.3009,9.0548,7.9419,38.6301,0.7119,5.0985,4.1288,23.1253,0.3701,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 4.29 (vs Stacking 5.10). Gana en 4/4 metricas. MASE=0.30 supera naive seasonal.
323,Parkinson,region_Metropolitana alta,mujeres,10.4418,8.4179,43.4483,0.7975,4.4334,3.6005,21.8988,0.3433,5.389,4.3729,26.2903,0.4169,5.5633,4.3436,27.2239,0.4141,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 4.43 (vs Ensemble 5.39). Gana en 4/4 metricas. MASE=0.34 supera naive seasonal.
324,Parkinson,region_Metropolitana alta,general,19.0251,15.2683,35.3951,0.7523,6.4446,4.6847,13.924,0.2343,9.2252,7.6734,21.6727,0.3838,8.2719,6.6458,19.7732,0.3324,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 6.44 (vs Stacking 8.27). Gana en 4/4 metricas. MASE=0.23 supera naive seasonal.
325,Parkinson,region_Rural / dispersa,hombres,9.4914,6.715,33.2657,0.8346,7.6498,5.0152,26.8272,0.6248,8.543,6.5147,33.7707,0.8116,8.3162,6.2785,32.897,0.7822,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 7.65 (vs Stacking 8.32). Gana en 4/4 metricas. MASE=0.62 supera naive seasonal.
326,Parkinson,region_Rural / dispersa,mujeres,9.1256,6.9633,40.978,0.9039,11.6566,7.268,37.31,0.9523,13.2892,8.47,41.8219,1.1098,13.3417,10.108,49.1219,1.3244,Prophet,Prophet,DeepAR,Prophet,3/4,Prophet,Prophet domina con RMSE 9.13 (vs DeepAR 11.66). Gana en 3/4 metricas. MASE=0.90 supera naive seasonal.
327,Parkinson,region_Rural / dispersa,general,17.4346,12.6632,33.4397,0.9129,16.6814,11.2152,28.6392,0.8109,18.5425,14.1185,36.2418,1.0208,19.1252,15.7689,39.7251,1.1401,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,"DeepAR gana por margen minimo (RMSE 16.68 vs Prophet 17.43, -4.3%). Gana en 4/4 metricas. MASE=0.81 supera naive seasonal."
328,Parkinson,region_Sur-Sureste vulnerable,hombres,4.3145,3.5481,43.8285,0.8985,1.9912,1.0223,11.1468,0.2468,4.1518,3.2814,34.9423,0.7915,4.2907,3.2245,33.997,0.7778,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.99 (vs Ensemble 4.15). Gana en 4/4 metricas. MASE=0.25 supera naive seasonal.
329,Parkinson,region_Sur-Sureste vulnerable,mujeres,3.3882,2.7431,41.7503,0.818,0.4023,0.1905,2.5841,0.056,4.16,2.8559,34.9833,0.8408,4.0073,2.6378,32.2881,0.7766,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.40 (vs Prophet 3.39). Gana en 4/4 metricas. MASE=0.06 supera naive seasonal.
330,Parkinson,region_Sur-Sureste vulnerable,general,6.4618,5.2245,34.3588,0.8481,1.3612,0.6725,4.2102,0.1048,7.7784,5.5981,32.2551,0.872,7.5625,5.233,29.7432,0.8152,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 1.36 (vs Prophet 6.46). Gana en 4/4 metricas. MASE=0.10 supera naive seasonal.
331,Parkinson,region_Urbana media,hombres,9.9888,8.1299,23.6729,0.7525,3.7883,1.6466,6.0922,0.1543,9.3562,6.8939,21.3334,0.6458,9.6539,7.5453,22.8662,0.7069,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 3.79 (vs Ensemble 9.36). Gana en 4/4 metricas. MASE=0.15 supera naive seasonal.
332,Parkinson,region_Urbana media,mujeres,9.3418,7.2792,25.0045,0.6265,0.873,0.5282,1.9548,0.047,5.9076,4.7287,15.7433,0.4208,5.7178,4.378,14.6894,0.3896,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 0.87 (vs Stacking 5.72). Gana en 4/4 metricas. MASE=0.05 supera naive seasonal.
333,Parkinson,region_Urbana media,general,16.1498,12.8218,20.4062,0.6352,6.741,3.5614,6.3382,0.1827,14.2055,11.249,17.8646,0.5769,12.3526,9.3199,15.027,0.478,DeepAR,DeepAR,DeepAR,DeepAR,4/4,DeepAR,DeepAR domina con RMSE 6.74 (vs Stacking 12.35). Gana en 4/4 metricas. MASE=0.18 supera naive seasonal.
