Padecimiento,Semana,Fecha,Entidad,incrementos_hombres,incrementos_mujeres,Region,incrementos_total,Superficie_km2,Hombres,Mujeres,Total,region_salud_mental,ratio_h_m,ratio_h_m_cat,tamano_poblacional_predefinido,tamano_poblacional_grupo_percentil,densidad_poblacion,extension_territorial_percentil,densidad_poblacional_percentil
Alzheimer,5,2014-01-27,Baja California Sur,0,0,Norte,0,73909.4,405879,392568,798447,Urbana media,1.033907501375558,Mayormente hombres,0-1M,Población baja,10.803050762149336,Medio-grande,Baja
Alzheimer,5,2014-01-27,Campeche,1,2,Sureste,3,57484.9,456939,471424,928363,Sur-Sureste vulnerable,0.9692739444746132,Mayormente mujeres,0-1M,Población baja,16.149684525849395,Medio-pequeño,Baja
Alzheimer,5,2014-01-27,Chiapas,1,1,Sureste,2,73311.0,2705947,2837881,5543828,Sur-Sureste vulnerable,0.9535096785242227,Mayormente mujeres,3-6M,Alta,75.6206844811829,Medio-grande,Media-alta
Alzheimer,5,2014-01-27,Chihuahua,0,0,Norte,0,247412.6,1853822,1888047,3741869,Urbana media,0.9818728029545876,Mayormente mujeres,3-6M,Media-alta,15.124003385437929,Grande,Baja
Alzheimer,5,2014-01-27,Ciudad de México,1,1,Centro,2,1494.3,4404927,4805017,9209944,Metropolitana alta,0.9167349459949882,Mayormente mujeres,6M+,Alta,6163.3835240580875,Territorio pequeño,Alta
Alzheimer,5,2014-01-27,Coahuila,2,0,Norte,2,151594.8,1563669,1583102,3146771,Urbana media,0.98772473283465,Mayormente mujeres,3-6M,Media-alta,20.757776651969593,Grande,Baja
Alzheimer,5,2014-01-27,Colima,0,0,Occidente,0,5626.9,360622,370769,731391,Urbana media,0.9726325555804288,Mayormente mujeres,0-1M,Población baja,129.98116191864082,Territorio pequeño,Media-alta
Alzheimer,5,2014-01-27,Durango,1,0,Norte,1,123364.0,904866,927784,1832650,Urbana media,0.975298129737094,Mayormente mujeres,1-3M,Población baja,14.855630491877696,Grande,Baja
Alzheimer,5,2014-01-27,Guanajuato,0,0,Occidente,0,30606.7,2996454,3170480,6166934,Urbana media,0.945110519542782,Mayormente mujeres,6M+,Alta,201.4896738295863,Medio-pequeño,Alta
Alzheimer,5,2014-01-27,Guerrero,1,2,Sureste,3,63595.9,1700612,1840073,3540685,Rural / dispersa,0.9242089851870008,Mayormente mujeres,3-6M,Media-alta,55.67473689341608,Medio-grande,Media-baja
Alzheimer,5,2014-01-27,Hidalgo,0,0,Centro,0,20821.4,1481379,1601462,3082841,Rural / dispersa,0.925016641044246,Mayormente mujeres,3-6M,Media-alta,148.06117744243903,Territorio pequeño,Media-alta
Alzheimer,5,2014-01-27,Jalisco,0,0,Occidente,0,78595.9,4098455,4249696,8348151,Metropolitana alta,0.964411336716791,Mayormente mujeres,6M+,Alta,106.2161130542433,Grande,Media-alta
Alzheimer,5,2014-01-27,Michoacán,3,2,Occidente,5,58598.7,2306341,2442505,4748846,Rural / dispersa,0.9442523147342584,Mayormente mujeres,3-6M,Media-alta,81.04012546353418,Medio-grande,Media-alta
Alzheimer,5,2014-01-27,Morelos,0,0,Centro,0,4878.9,950847,1020673,1971520,Urbana media,0.9315882755789564,Mayormente mujeres,1-3M,Media-baja,404.09108610547463,Territorio pequeño,Alta
Alzheimer,5,2014-01-27,México,0,4,Centro,4,22351.8,8251295,8741123,16992418,Metropolitana alta,0.9439628066096312,Mayormente mujeres,6M+,Alta,760.2259325870847,Territorio pequeño,Alta
Alzheimer,5,2014-01-27,Nayarit,0,2,Occidente,2,27856.5,612278,623178,1235456,Rural / dispersa,0.9825090102667297,Mayormente mujeres,1-3M,Población baja,44.35072604239585,Medio-pequeño,Media-baja
Alzheimer,5,2014-01-27,Nuevo León,0,4,Norte,4,64156.2,2890950,2893492,5784442,Metropolitana alta,0.9991214767485102,Balanceado,3-6M,Alta,90.16185497270725,Medio-grande,Media-alta
Alzheimer,5,2014-01-27,Oaxaca,0,1,Sureste,1,93757.6,1974843,2157305,4132148,Sur-Sureste vulnerable,0.9154213242911874,Mayormente mujeres,3-6M,Media-alta,44.07267250868196,Grande,Media-baja
Alzheimer,5,2014-01-27,Puebla,0,0,Centro,0,34309.6,3160115,3423163,6583278,Rural / dispersa,0.9231564491670424,Mayormente mujeres,6M+,Alta,191.87859957562895,Medio-pequeño,Alta
Alzheimer,5,2014-01-27,Querétaro,0,0,Centro,0,11690.6,1156820,1211647,2368467,Urbana media,0.9547500220773872,Mayormente mujeres,1-3M,Media-baja,202.59584623543705,Territorio pequeño,Alta
Alzheimer,5,2014-01-27,Quintana Roo,0,2,Sureste,2,44705.2,936779,921206,1857985,Sur-Sureste vulnerable,1.0169050136451565,Mayormente hombres,1-3M,Media-baja,41.56082513891002,Medio-pequeño,Baja
Alzheimer,5,2014-01-27,San Luis Potosí,0,0,Occidente,0,61138.0,1372451,1449804,2822255,Urbana media,0.9466458914446366,Mayormente mujeres,1-3M,Media-baja,46.16204324642611,Medio-grande,Media-baja
Alzheimer,5,2014-01-27,Sinaloa,1,1,Norte,2,57365.4,1494815,1532128,3026943,Urbana media,0.9756462906493452,Mayormente mujeres,3-6M,Media-baja,52.76600529238879,Medio-pequeño,Media-baja
Alzheimer,5,2014-01-27,Sonora,1,2,Norte,3,179354.7,1472197,1472643,2944840,Urbana media,0.999697143163686,Balanceado,1-3M,Media-baja,16.419084640658983,Grande,Baja
Alzheimer,5,2014-01-27,Tabasco,0,0,Sureste,0,24730.9,1173671,1228927,2402598,Sur-Sureste vulnerable,0.9550371991176042,Mayormente mujeres,1-3M,Media-baja,97.14963871108613,Medio-pequeño,Media-alta
Alzheimer,5,2014-01-27,Tamaulipas,2,0,Norte,2,80249.3,1736140,1791595,3527735,Urbana media,0.9690471339783824,Mayormente mujeres,3-6M,Media-alta,43.95969809082447,Grande,Media-baja
Alzheimer,5,2014-01-27,Tlaxcala,0,0,Centro,0,3996.6,649894,693083,1342977,Rural / dispersa,0.9376856740101834,Mayormente mujeres,1-3M,Población baja,336.02987539408497,Territorio pequeño,Alta
Alzheimer,5,2014-01-27,Veracruz,0,0,Sureste,0,71823.5,3871774,4190805,8062579,Rural / dispersa,0.9238735756018236,Mayormente mujeres,6M+,Alta,112.25544564105064,Medio-grande,Media-alta
Alzheimer,5,2014-01-27,Yucatán,0,0,Sureste,0,39524.4,1140279,1180619,2320898,Sur-Sureste vulnerable,0.9658314833151084,Mayormente mujeres,1-3M,Media-baja,58.7206383904626,Medio-pequeño,Media-baja
Alzheimer,5,2014-01-27,Zacatecas,0,0,Occidente,0,75275.3,791058,831080,1622138,Urbana media,0.9518433845117196,Mayormente mujeres,1-3M,Población baja,21.54940598044777,Grande,Baja
Alzheimer,6,2014-02-03,Aguascalientes,0,0,Occidente,0,5615.7,696683,728924,1425607,Urbana media,0.955769051368867,Mayormente mujeres,1-3M,Población baja,253.86096123368415,Territorio pequeño,Alta
Alzheimer,6,2014-02-03,Baja California,1,0,Norte,1,71450.0,1900589,1868431,3769020,Urbana media,1.0172112323120308,Mayormente hombres,3-6M,Media-alta,52.75045486354094,Medio-grande,Media-baja
Alzheimer,6,2014-02-03,Baja California Sur,0,0,Norte,0,73909.4,405879,392568,798447,Urbana media,1.033907501375558,Mayormente hombres,0-1M,Población baja,10.803050762149336,Medio-grande,Baja
Alzheimer,6,2014-02-03,Campeche,1,0,Sureste,1,57484.9,456939,471424,928363,Sur-Sureste vulnerable,0.9692739444746132,Mayormente mujeres,0-1M,Población baja,16.149684525849395,Medio-pequeño,Baja
Alzheimer,6,2014-02-03,Chiapas,0,0,Sureste,0,73311.0,2705947,2837881,5543828,Sur-Sureste vulnerable,0.9535096785242227,Mayormente mujeres,3-6M,Alta,75.6206844811829,Medio-grande,Media-alta
Alzheimer,6,2014-02-03,Chihuahua,0,0,Norte,0,247412.6,1853822,1888047,3741869,Urbana media,0.9818728029545876,Mayormente mujeres,3-6M,Media-alta,15.124003385437929,Grande,Baja
Alzheimer,6,2014-02-03,Ciudad de México,0,1,Centro,1,1494.3,4404927,4805017,9209944,Metropolitana alta,0.9167349459949882,Mayormente mujeres,6M+,Alta,6163.3835240580875,Territorio pequeño,Alta
Alzheimer,6,2014-02-03,Coahuila,0,3,Norte,3,151594.8,1563669,1583102,3146771,Urbana media,0.98772473283465,Mayormente mujeres,3-6M,Media-alta,20.757776651969593,Grande,Baja
Alzheimer,6,2014-02-03,Colima,0,0,Occidente,0,5626.9,360622,370769,731391,Urbana media,0.9726325555804288,Mayormente mujeres,0-1M,Población baja,129.98116191864082,Territorio pequeño,Media-alta
Alzheimer,6,2014-02-03,Durango,0,1,Norte,1,123364.0,904866,927784,1832650,Urbana media,0.975298129737094,Mayormente mujeres,1-3M,Población baja,14.855630491877696,Grande,Baja
Alzheimer,6,2014-02-03,Guanajuato,0,0,Occidente,0,30606.7,2996454,3170480,6166934,Urbana media,0.945110519542782,Mayormente mujeres,6M+,Alta,201.4896738295863,Medio-pequeño,Alta
Alzheimer,6,2014-02-03,Guerrero,1,1,Sureste,2,63595.9,1700612,1840073,3540685,Rural / dispersa,0.9242089851870008,Mayormente mujeres,3-6M,Media-alta,55.67473689341608,Medio-grande,Media-baja
Alzheimer,6,2014-02-03,Hidalgo,0,0,Centro,0,20821.4,1481379,1601462,3082841,Rural / dispersa,0.925016641044246,Mayormente mujeres,3-6M,Media-alta,148.06117744243903,Territorio pequeño,Media-alta
Alzheimer,6,2014-02-03,Jalisco,1,1,Occidente,2,78595.9,4098455,4249696,8348151,Metropolitana alta,0.964411336716791,Mayormente mujeres,6M+,Alta,106.2161130542433,Grande,Media-alta
Alzheimer,6,2014-02-03,Michoacán,0,0,Occidente,0,58598.7,2306341,2442505,4748846,Rural / dispersa,0.9442523147342584,Mayormente mujeres,3-6M,Media-alta,81.04012546353418,Medio-grande,Media-alta
Alzheimer,6,2014-02-03,Morelos,0,2,Centro,2,4878.9,950847,1020673,1971520,Urbana media,0.9315882755789564,Mayormente mujeres,1-3M,Media-baja,404.09108610547463,Territorio pequeño,Alta
Alzheimer,6,2014-02-03,México,0,0,Centro,0,22351.8,8251295,8741123,16992418,Metropolitana alta,0.9439628066096312,Mayormente mujeres,6M+,Alta,760.2259325870847,Territorio pequeño,Alta
Alzheimer,6,2014-02-03,Nayarit,0,1,Occidente,1,27856.5,612278,623178,1235456,Rural / dispersa,0.9825090102667297,Mayormente mujeres,1-3M,Población baja,44.35072604239585,Medio-pequeño,Media-baja
Alzheimer,6,2014-02-03,Nuevo León,1,2,Norte,3,64156.2,2890950,2893492,5784442,Metropolitana alta,0.9991214767485102,Balanceado,3-6M,Alta,90.16185497270725,Medio-grande,Media-alta
Alzheimer,6,2014-02-03,Oaxaca,0,1,Sureste,1,93757.6,1974843,2157305,4132148,Sur-Sureste vulnerable,0.9154213242911874,Mayormente mujeres,3-6M,Media-alta,44.07267250868196,Grande,Media-baja
Alzheimer,6,2014-02-03,Puebla,0,0,Centro,0,34309.6,3160115,3423163,6583278,Rural / dispersa,0.9231564491670424,Mayormente mujeres,6M+,Alta,191.87859957562895,Medio-pequeño,Alta
Alzheimer,6,2014-02-03,Querétaro,0,0,Centro,0,11690.6,1156820,1211647,2368467,Urbana media,0.9547500220773872,Mayormente mujeres,1-3M,Media-baja,202.59584623543705,Territorio pequeño,Alta
Alzheimer,6,2014-02-03,Quintana Roo,0,1,Sureste,1,44705.2,936779,921206,1857985,Sur-Sureste vulnerable,1.0169050136451565,Mayormente hombres,1-3M,Media-baja,41.56082513891002,Medio-pequeño,Baja
Alzheimer,6,2014-02-03,San Luis Potosí,1,0,Occidente,1,61138.0,1372451,1449804,2822255,Urbana media,0.9466458914446366,Mayormente mujeres,1-3M,Media-baja,46.16204324642611,Medio-grande,Media-baja
Alzheimer,6,2014-02-03,Sinaloa,1,3,Norte,4,57365.4,1494815,1532128,3026943,Urbana media,0.9756462906493452,Mayormente mujeres,3-6M,Media-baja,52.76600529238879,Medio-pequeño,Media-baja
Alzheimer,6,2014-02-03,Sonora,1,2,Norte,3,179354.7,1472197,1472643,2944840,Urbana media,0.999697143163686,Balanceado,1-3M,Media-baja,16.419084640658983,Grande,Baja
Alzheimer,6,2014-02-03,Tabasco,0,0,Sureste,0,24730.9,1173671,1228927,2402598,Sur-Sureste vulnerable,0.9550371991176042,Mayormente mujeres,1-3M,Media-baja,97.14963871108613,Medio-pequeño,Media-alta
Alzheimer,6,2014-02-03,Tamaulipas,2,0,Norte,2,80249.3,1736140,1791595,3527735,Urbana media,0.9690471339783824,Mayormente mujeres,3-6M,Media-alta,43.95969809082447,Grande,Media-baja
Alzheimer,6,2014-02-03,Tlaxcala,0,0,Centro,0,3996.6,649894,693083,1342977,Rural / dispersa,0.9376856740101834,Mayormente mujeres,1-3M,Población baja,336.02987539408497,Territorio pequeño,Alta
Alzheimer,6,2014-02-03,Veracruz,1,0,Sureste,1,71823.5,3871774,4190805,8062579,Rural / dispersa,0.9238735756018236,Mayormente mujeres,6M+,Alta,112.25544564105064,Medio-grande,Media-alta
Alzheimer,6,2014-02-03,Yucatán,0,0,Sureste,0,39524.4,1140279,1180619,2320898,Sur-Sureste vulnerable,0.9658314833151084,Mayormente mujeres,1-3M,Media-baja,58.7206383904626,Medio-pequeño,Media-baja
Alzheimer,6,2014-02-03,Zacatecas,0,0,Occidente,0,75275.3,791058,831080,1622138,Urbana media,0.9518433845117196,Mayormente mujeres,1-3M,Población baja,21.54940598044777,Grande,Baja
Alzheimer,7,2014-02-10,Aguascalientes,0,0,Occidente,0,5615.7,696683,728924,1425607,Urbana media,0.955769051368867,Mayormente mujeres,1-3M,Población baja,253.86096123368415,Territorio pequeño,Alta
Alzheimer,7,2014-02-10,Baja California,1,3,Norte,4,71450.0,1900589,1868431,3769020,Urbana media,1.0172112323120308,Mayormente hombres,3-6M,Media-alta,52.75045486354094,Medio-grande,Media-baja
Alzheimer,7,2014-02-10,Baja California Sur,0,0,Norte,0,73909.4,405879,392568,798447,Urbana media,1.033907501375558,Mayormente hombres,0-1M,Población baja,10.803050762149336,Medio-grande,Baja
Alzheimer,7,2014-02-10,Campeche,1,0,Sureste,1,57484.9,456939,471424,928363,Sur-Sureste vulnerable,0.9692739444746132,Mayormente mujeres,0-1M,Población baja,16.149684525849395,Medio-pequeño,Baja
Alzheimer,7,2014-02-10,Chiapas,1,1,Sureste,2,73311.0,2705947,2837881,5543828,Sur-Sureste vulnerable,0.9535096785242227,Mayormente mujeres,3-6M,Alta,75.6206844811829,Medio-grande,Media-alta
Alzheimer,7,2014-02-10,Chihuahua,0,5,Norte,5,247412.6,1853822,1888047,3741869,Urbana media,0.9818728029545876,Mayormente mujeres,3-6M,Media-alta,15.124003385437929,Grande,Baja
Alzheimer,7,2014-02-10,Ciudad de México,1,0,Centro,1,1494.3,4404927,4805017,9209944,Metropolitana alta,0.9167349459949882,Mayormente mujeres,6M+,Alta,6163.3835240580875,Territorio pequeño,Alta
Alzheimer,7,2014-02-10,Coahuila,1,3,Norte,4,151594.8,1563669,1583102,3146771,Urbana media,0.98772473283465,Mayormente mujeres,3-6M,Media-alta,20.757776651969593,Grande,Baja
Alzheimer,7,2014-02-10,Colima,0,0,Occidente,0,5626.9,360622,370769,731391,Urbana media,0.9726325555804288,Mayormente mujeres,0-1M,Población baja,129.98116191864082,Territorio pequeño,Media-alta
Alzheimer,7,2014-02-10,Durango,1,2,Norte,3,123364.0,904866,927784,1832650,Urbana media,0.975298129737094,Mayormente mujeres,1-3M,Población baja,14.855630491877696,Grande,Baja
Alzheimer,7,2014-02-10,Guanajuato,0,0,Occidente,0,30606.7,2996454,3170480,6166934,Urbana media,0.945110519542782,Mayormente mujeres,6M+,Alta,201.4896738295863,Medio-pequeño,Alta
Alzheimer,7,2014-02-10,Guerrero,0,0,Sureste,0,63595.9,1700612,1840073,3540685,Rural / dispersa,0.9242089851870008,Mayormente mujeres,3-6M,Media-alta,55.67473689341608,Medio-grande,Media-baja
Alzheimer,7,2014-02-10,Hidalgo,0,0,Centro,0,20821.4,1481379,1601462,3082841,Rural / dispersa,0.925016641044246,Mayormente mujeres,3-6M,Media-alta,148.06117744243903,Territorio pequeño,Media-alta
Alzheimer,7,2014-02-10,Jalisco,0,1,Occidente,1,78595.9,4098455,4249696,8348151,Metropolitana alta,0.964411336716791,Mayormente mujeres,6M+,Alta,106.2161130542433,Grande,Media-alta
Alzheimer,7,2014-02-10,Michoacán,0,3,Occidente,3,58598.7,2306341,2442505,4748846,Rural / dispersa,0.9442523147342584,Mayormente mujeres,3-6M,Media-alta,81.04012546353418,Medio-grande,Media-alta
Alzheimer,7,2014-02-10,Morelos,0,1,Centro,1,4878.9,950847,1020673,1971520,Urbana media,0.9315882755789564,Mayormente mujeres,1-3M,Media-baja,404.09108610547463,Territorio pequeño,Alta
Alzheimer,7,2014-02-10,México,0,3,Centro,3,22351.8,8251295,8741123,16992418,Metropolitana alta,0.9439628066096312,Mayormente mujeres,6M+,Alta,760.2259325870847,Territorio pequeño,Alta
Alzheimer,7,2014-02-10,Nayarit,0,0,Occidente,0,27856.5,612278,623178,1235456,Rural / dispersa,0.9825090102667297,Mayormente mujeres,1-3M,Población baja,44.35072604239585,Medio-pequeño,Media-baja
Alzheimer,7,2014-02-10,Nuevo León,0,2,Norte,2,64156.2,2890950,2893492,5784442,Metropolitana alta,0.9991214767485102,Balanceado,3-6M,Alta,90.16185497270725,Medio-grande,Media-alta
Alzheimer,7,2014-02-10,Oaxaca,0,1,Sureste,1,93757.6,1974843,2157305,4132148,Sur-Sureste vulnerable,0.9154213242911874,Mayormente mujeres,3-6M,Media-alta,44.07267250868196,Grande,Media-baja
Alzheimer,7,2014-02-10,Puebla,0,0,Centro,0,34309.6,3160115,3423163,6583278,Rural / dispersa,0.9231564491670424,Mayormente mujeres,6M+,Alta,191.87859957562895,Medio-pequeño,Alta
Alzheimer,7,2014-02-10,Querétaro,0,0,Centro,0,11690.6,1156820,1211647,2368467,Urbana media,0.9547500220773872,Mayormente mujeres,1-3M,Media-baja,202.59584623543705,Territorio pequeño,Alta
Alzheimer,7,2014-02-10,Quintana Roo,0,0,Sureste,0,44705.2,936779,921206,1857985,Sur-Sureste vulnerable,1.0169050136451565,Mayormente hombres,1-3M,Media-baja,41.56082513891002,Medio-pequeño,Baja
Alzheimer,7,2014-02-10,San Luis Potosí,0,0,Occidente,0,61138.0,1372451,1449804,2822255,Urbana media,0.9466458914446366,Mayormente mujeres,1-3M,Media-baja,46.16204324642611,Medio-grande,Media-baja
Alzheimer,7,2014-02-10,Sinaloa,1,2,Norte,3,57365.4,1494815,1532128,3026943,Urbana media,0.9756462906493452,Mayormente mujeres,3-6M,Media-baja,52.76600529238879,Medio-pequeño,Media-baja
Alzheimer,7,2014-02-10,Sonora,1,4,Norte,5,179354.7,1472197,1472643,2944840,Urbana media,0.999697143163686,Balanceado,1-3M,Media-baja,16.419084640658983,Grande,Baja
Alzheimer,7,2014-02-10,Tabasco,0,0,Sureste,0,24730.9,1173671,1228927,2402598,Sur-Sureste vulnerable,0.9550371991176042,Mayormente mujeres,1-3M,Media-baja,97.14963871108613,Medio-pequeño,Media-alta
Alzheimer,7,2014-02-10,Tamaulipas,0,2,Norte,2,80249.3,1736140,1791595,3527735,Urbana media,0.9690471339783824,Mayormente mujeres,3-6M,Media-alta,43.95969809082447,Grande,Media-baja
Alzheimer,7,2014-02-10,Tlaxcala,0,0,Centro,0,3996.6,649894,693083,1342977,Rural / dispersa,0.9376856740101834,Mayormente mujeres,1-3M,Población baja,336.02987539408497,Territorio pequeño,Alta
Alzheimer,7,2014-02-10,Veracruz,0,0,Sureste,0,71823.5,3871774,4190805,8062579,Rural / dispersa,0.9238735756018236,Mayormente mujeres,6M+,Alta,112.25544564105064,Medio-grande,Media-alta
Alzheimer,7,2014-02-10,Yucatán,1,2,Sureste,3,39524.4,1140279,1180619,2320898,Sur-Sureste vulnerable,0.9658314833151084,Mayormente mujeres,1-3M,Media-baja,58.7206383904626,Medio-pequeño,Media-baja
Alzheimer,7,2014-02-10,Zacatecas,0,1,Occidente,1,75275.3,791058,831080,1622138,Urbana media,0.9518433845117196,Mayormente mujeres,1-3M,Población baja,21.54940598044777,Grande,Baja
Alzheimer,8,2014-02-17,Aguascalientes,0,0,Occidente,0,5615.7,696683,728924,1425607,Urbana media,0.955769051368867,Mayormente mujeres,1-3M,Población baja,253.86096123368415,Territorio pequeño,Alta
Alzheimer,8,2014-02-17,Baja California,0,0,Norte,0,71450.0,1900589,1868431,3769020,Urbana media,1.0172112323120308,Mayormente hombres,3-6M,Media-alta,52.75045486354094,Medio-grande,Media-baja
Alzheimer,8,2014-02-17,Baja California Sur,0,0,Norte,0,73909.4,405879,392568,798447,Urbana media,1.033907501375558,Mayormente hombres,0-1M,Población baja,10.803050762149336,Medio-grande,Baja
Alzheimer,8,2014-02-17,Campeche,0,0,Sureste,0,57484.9,456939,471424,928363,Sur-Sureste vulnerable,0.9692739444746132,Mayormente mujeres,0-1M,Población baja,16.149684525849395,Medio-pequeño,Baja
Alzheimer,8,2014-02-17,Chiapas,1,1,Sureste,2,73311.0,2705947,2837881,5543828,Sur-Sureste vulnerable,0.9535096785242227,Mayormente mujeres,3-6M,Alta,75.6206844811829,Medio-grande,Media-alta
Alzheimer,8,2014-02-17,Chihuahua,0,1,Norte,1,247412.6,1853822,1888047,3741869,Urbana media,0.9818728029545876,Mayormente mujeres,3-6M,Media-alta,15.124003385437929,Grande,Baja
Alzheimer,8,2014-02-17,Ciudad de México,0,1,Centro,1,1494.3,4404927,4805017,9209944,Metropolitana alta,0.9167349459949882,Mayormente mujeres,6M+,Alta,6163.3835240580875,Territorio pequeño,Alta
Alzheimer,8,2014-02-17,Coahuila,0,0,Norte,0,151594.8,1563669,1583102,3146771,Urbana media,0.98772473283465,Mayormente mujeres,3-6M,Media-alta,20.757776651969593,Grande,Baja
Alzheimer,8,2014-02-17,Colima,0,0,Occidente,0,5626.9,360622,370769,731391,Urbana media,0.9726325555804288,Mayormente mujeres,0-1M,Población baja,129.98116191864082,Territorio pequeño,Media-alta
Alzheimer,8,2014-02-17,Durango,0,0,Norte,0,123364.0,904866,927784,1832650,Urbana media,0.975298129737094,Mayormente mujeres,1-3M,Población baja,14.855630491877696,Grande,Baja
Alzheimer,8,2014-02-17,Guanajuato,0,0,Occidente,0,30606.7,2996454,3170480,6166934,Urbana media,0.945110519542782,Mayormente mujeres,6M+,Alta,201.4896738295863,Medio-pequeño,Alta
Alzheimer,8,2014-02-17,Guerrero,0,0,Sureste,0,63595.9,1700612,1840073,3540685,Rural / dispersa,0.9242089851870008,Mayormente mujeres,3-6M,Media-alta,55.67473689341608,Medio-grande,Media-baja
Alzheimer,8,2014-02-17,Hidalgo,0,0,Centro,0,20821.4,1481379,1601462,3082841,Rural / dispersa,0.925016641044246,Mayormente mujeres,3-6M,Media-alta,148.06117744243903,Territorio pequeño,Media-alta
Alzheimer,8,2014-02-17,Jalisco,0,0,Occidente,0,78595.9,4098455,4249696,8348151,Metropolitana alta,0.964411336716791,Mayormente mujeres,6M+,Alta,106.2161130542433,Grande,Media-alta
